,longitude,latitude,circle code,population-all sexes,population-male,population-female,population-transgender,literacy % (10+ years)-female,literacy % (10+ years)-transgender,primary but below matric-male,primary but below matric-female,primary but below matric-transgender,matric but below degree and others-male,matric but below degree and others-female,matric but below degree and others-transgender,degree and above-male,degree and above-female,degree and above-transgender,religion-muslim,religion-nonmuslim,10 years and above,18 years and above,60 years and above,worked (10 years and above),holding cnic (18 years and above),literacy % (10+ years)-all sexes,literacy % (10+ years)-male,male voters,female voters,total hh,pacca,semi-pacca,kacha,pot-able water,electricity,gas,kitchen,bath room,latrine,average household size
66,74.33907871,31.45966502,2591505,8524,4561,3960,3.0,70.1,33.33,1316,928,1.0,831,629,,177,158.0,,7774,750.0,6479,5042,423,2768,4260,75.23,79.59,509,385,1462,1434,15.0,13.0,1267,1436,1377.0,1233,1450,1454,5.66
67,74.34392969,31.45291695,2591506,5110,2616,2494,,74.71,,688,596,,561,485,,113,127.0,,4988,122.0,3867,3031,230,1341,2592,78.43,82.06,1520,1145,860,834,15.0,11.0,850,846,816.0,741,852,857,5.93
68,74.3520464,31.4454544,2591601,30203,15838,14362,3.0,70.14,66.67,4137,3418,2.0,3141,2374,,750,680.0,,28342,1861.0,22744,17443,1472,8639,14203,74.05,77.58,4094,2882,4689,4474,120.0,95.0,4548,4644,4346.0,3881,4496,4673,6.36
69,74.33982221,31.4463836,2591602,14561,7639,6918,4.0,77.01,25.0,2135,1674,,1533,1336,,382,424.0,,14435,126.0,10962,8570,655,3257,7560,80.11,82.98,4422,3239,2172,2091,26.0,55.0,2145,2151,2024.0,1968,2154,2144,6.39
70,74.343522,31.443708,2591603,55536,29190,26330,16.0,62.66,25.0,8118,6414,1.0,4497,3488,2.0,844,758.0,1.0,54605,931.0,41211,31511,2397,15573,24751,67.1,71.11,7965,5699,8484,7809,161.0,514.0,7894,8384,7510.0,7018,8104,7926,6.45
71,74.34920388,31.44798585,2591604,27091,15538,11551,2.0,63.24,50.0,4568,2680,,2599,1591,,478,376.0,,26552,539.0,20886,16880,1286,5625,14234,66.83,69.31,4954,3524,3658,3335,59.0,264.0,3350,3635,3460.0,3488,3493,3161,6.57
72,74.3576963,31.4482424,2591605,9694,5167,4527,,71.12,,1679,1249,,829,791,,190,171.0,,9637,57.0,7375,5726,478,2942,4680,75.01,78.39,3257,2376,1416,1389,12.0,15.0,1403,1412,1370.0,872,1402,1414,6.64
73,74.35951254,31.44349779,2591606,19083,10018,9063,2.0,58.27,50.0,2568,1971,1.0,1331,1101,,194,185.0,,18671,412.0,14195,10864,784,4953,8310,62.94,67.09,4749,3108,2723,2640,35.0,48.0,2393,2697,2530.0,1717,2340,2707,6.76
74,74.35521,31.44380445,2591607,30067,15751,14303,13.0,69.52,23.08,4178,3244,,2780,2177,1.0,711,631.0,1.0,29647,420.0,22517,17337,1315,9124,13976,73.72,77.51,5879,4408,4467,4266,65.0,136.0,4344,4404,3856.0,3854,4360,4427,6.68
75,74.363208,31.447787,2591608,16300,8381,7918,1.0,70.57,100.0,2673,2273,1.0,1259,1221,,260,219.0,,16131,169.0,12068,9270,806,4732,7205,73.89,77.05,1976,1400,2665,2559,40.0,66.0,2593,2652,2596.0,2558,2606,2649,6.11
