longitude,latitude,circle code
74.52795,31.4634,1860101
74.51076,31.47972,1860102
74.59601,31.47179,1860103
74.56942,31.4757,1860104
74.60872,31.4621,1860105
74.57064,31.44238,1860106
74.52341,31.4907,1860107
74.58268,31.49278,1860108
74.56344,31.5039,1860109
74.62494923,31.46914554,1860110
74.62643,31.43464,1860111
74.60673,31.43563,1860112
74.55546,31.50599,1860113
74.48013285,31.49329139,1860201
74.48130726,31.47597915,1860202
74.46169234,31.52192938,1860203
74.48858887,31.54679795,1860204
74.46105119,31.4634621,1860205
74.50179497,31.506819,1860206
74.48527,31.50683,1860207
74.50168838,31.51346,1860208
74.46259079,31.53497688,1860209
74.44919216,31.55774423,1860210
74.52146007,31.43964866,1860301
74.49328997,31.40785246,1860302
74.42159819,31.43408453,1860303
74.49770557,31.43715782,1860304
74.44173433,31.45972669,1860305
74.45066205,31.40568824,1860306
74.42993129,31.4578549,1860307
74.54531292,31.43978575,1860308
74.46938772,31.44526414,1860309
74.45885544,31.42127142,1860310
74.53633446,31.39441921,1860401
74.44765,31.35196,1860402
74.43045147,31.36264187,1860403
74.56194,31.38837,1860404
74.57815,31.41283,1860405
74.52841979,31.35498656,1860406
74.46512816,31.35654124,1860407
74.41036406,31.40037942,1860408
74.47089056,31.37205967,1860409
74.43669674,31.41319478,1860410
74.4251901,31.40906515,1860411
74.36032525,31.56105414,1860502
74.353191,31.559494,1860501
74.36067972,31.55423735,1860503
74.34779764,31.55651897,1860504
74.3647347,31.55071773,1860601
74.358662,31.549109,1860602
74.35504861,31.54519872,1860701
74.367933,31.554188,1860801
74.36896565,31.55112921,1860802
74.36361321,31.55535801,1860803
74.37136623,31.5584569,1860804
74.35807833,31.53232687,1860901
74.35930841,31.51264719,1861001
74.35597306,31.51137225,1861002
74.35241103,31.51074401,1861101
74.352767,31.504986,1861102
74.356372,31.497263,1861201
74.35567087,31.50126759,1861202
