longitude,latitude,circle code
74.28536275,31.55784807,1854807
74.28954164,31.55225935,1854901
74.296182,31.553053,1854902
74.29583,31.547676,1854903
74.27228209,31.54814857,1855001
74.281272,31.545078,1855002
74.28672272,31.54753251,1855003
74.28868546,31.5474241,1855101
74.29286971,31.5446811,1855102
74.285942,31.541747,1855103
74.29142566,31.53937293,1855104
74.28697674,31.53317693,1855201
74.28822264,31.53764785,1855202
74.28418875,31.53696607,1855203
74.281901,31.535932,1855204
74.28558237,31.53250191,1855301
74.28236645,31.52477286,1855302
74.27966934,31.53332719,1855303
74.280534,31.528761,1855304
74.27722375,31.53046132,1855305
74.27565516,31.52101081,1855401
74.27384393,31.51491241,1855402
74.27116669,31.51610548,1855403
74.27086918,31.51892741,1855404
74.277009,31.527225,1855405
74.28467866,31.52417872,1855406
74.27571798,31.51306942,1855407
74.26513765,31.50554219,1855501
74.26791193,31.51013871,1855502
74.26001464,31.50739363,1855503
74.25963344,31.50199186,1855504
74.26567735,31.50323011,1855505
74.27004227,31.50297144,1855506
74.272344,31.501109,1855507
74.27374887,31.53988963,1855601
74.27969695,31.54267506,1855602
74.2819454,31.5403174,1855603
74.27846698,31.54087385,1855604
74.270948,31.538508,1855701
74.2696553,31.5435712,1855702
74.26761835,31.54190222,1855703
74.27114339,31.5428263,1855704
74.26416432,31.5414059,1855705
74.27660095,31.53725475,1855706
74.27501992,31.53285447,1855707
74.249266,31.54226,1855708
74.264973,31.547247,1855709
74.255718,31.550753,1855710
74.26005515,31.52062181,1855801
74.26643867,31.522285,1855802
74.26182443,31.52804977,1855803
74.25502273,31.51718257,1855804
74.25822514,31.51646008,1855805
74.25644691,31.52154971,1855806
74.26015917,31.51716425,1855807
74.26766,31.528722,1855808
74.270491,31.52983,1855809
74.270203,31.524403,1855810
74.273405,31.52551,1855811
74.262434,31.510868,1855901
74.25676972,31.51051243,1855902
74.290674,31.59986,1856001
74.295642,31.59229,1856002
74.29997108,31.59281802,1856003
74.29942,31.595234,1856004
74.30448535,31.58813686,1856101
74.304619,31.583585,1856102
74.29969978,31.58621934,1856103
74.30208419,31.59115596,1856104
74.28684182,31.58692475,1856201
74.2978386,31.5905514,1856202
74.29868422,31.58543984,1856203
74.292628,31.58442,1856204
74.300835,31.582619,1856301
74.2997462,31.58100507,1856302
74.29590717,31.57936022,1856303
74.29173742,31.5743831,1856304
74.295317,31.584901,1856401
74.29161888,31.58156063,1856402
74.277025,31.582143,1856403
74.29331952,31.57846654,1856501
74.30068818,31.57538435,1856502
74.3047265,31.57853956,1856503
74.3115316,31.575539,1856504
74.31025341,31.57257945,1856505
74.313582,31.57087,1856506
74.31635985,31.57357934,1856507
74.28889,31.529199,1856601
74.293829,31.529143,1856602
74.2906465,31.52494349,1856603
74.294595,31.523008,1856604
74.29913122,31.54699895,1856701
74.3033859,31.54957904,1856702
74.312408,31.54476,1856703
74.323803,31.5533,1856801
74.319023,31.554658,1856802
74.32643052,31.55974878,1856803
74.3367053,31.55134185,1856804
74.31406908,31.5560686,1856902
74.31247155,31.56116413,1856901
74.311125,31.557576,1857001
74.31332876,31.55653057,1857002
74.31627344,31.55219745,1857003
74.31223023,31.55156118,1857004
